@relation SelectedFeatures_excel

@attribute C {C1,C2,C3,C4,C5,C6,C7,C8}
@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute A41 numeric
@attribute A42 numeric
@attribute A43 numeric
@attribute A44 numeric
@attribute A45 numeric
@attribute A46 numeric
@attribute A47 numeric
@attribute A48 numeric
@attribute A49 numeric
@attribute A50 numeric
@attribute A51 numeric
@attribute A52 numeric
@attribute A53 numeric
@attribute A54 numeric
@attribute A55 numeric
@attribute A56 numeric
@attribute A57 numeric
@attribute A58 numeric

@data
C3,0.205865,0.583304,0.034235,0.305146,0.587815,0.308269,0.641832,0.285361,0.18102,0.205865,0.67955,0.080974,0.742735,0.14963,0.112297,0.062428,0.258894,0.048076,0.171768,0.310248,0.683967,0.313526,0.010931,0.000158,0.000005,0,0.443536,0.291553,0.443536,0.291553,0.066057,0.064643,0.13999,0.510165,0.414197,0.460347,0.31674,0.299324,0.039884,0.198813,0.438656,0.436911,0.02406,0.21432,0.337632,0.493003,0.158714,0.163193,0.236859,0.231319,0.10154,0.479196,0.791986,0.492622,0.400887,0.204103,0.674038,0.360004
C3,0.146087,0.242789,0.625011,0.015418,0.000393,0.179595,0.381556,0.245544,0.121337,0.146087,0.064089,0.720239,0.154188,0.203904,0.652417,0.323701,0.200009,0.040657,0.154567,0.573982,0.74708,0.294202,0.0176,0.000186,0.000178,0.000024,0.362733,0.171363,0.362733,0.171363,0.040384,0.049302,0.10246,0.520986,0.349123,0.526678,0.323745,0.203147,0.055847,0.133682,0.351103,0.234051,0.042381,0.157127,0.613807,0.37195,0.086723,0.131049,0.280504,0.275147,0.123973,0.51516,0.837776,0.541561,0.366154,0.182452,0.59578,0.210193
C3,0.224245,0.589938,0.059703,0.328126,0.511281,0.244264,0.633909,0.312043,0.203991,0.224245,0.680418,0.117349,0.705103,0.175262,0.129969,0.082924,0.241711,0.062057,0.189565,0.285131,0.704566,0.289947,0.021842,0.000362,0.000091,0.00003,0.454831,0.27689,0.454831,0.27689,0.075546,0.061189,0.150119,0.577352,0.475101,0.521762,0.367483,0.205916,0.024543,0.216994,0.439191,0.459196,0.035378,0.236889,0.427377,0.577416,0.168108,0.192034,0.21504,0.267644,0.11607,0.501474,0.764247,0.523432,0.330404,0.243872,0.677088,0.280042
C3,0.224245,0.589938,0.059703,0.328126,0.511281,0.244264,0.633909,0.312043,0.203991,0.224245,0.680418,0.117349,0.705103,0.175262,0.129969,0.082924,0.241711,0.062057,0.189565,0.285131,0.704566,0.289947,0.021842,0.000362,0.000091,0.00003,0.454831,0.27689,0.454831,0.27689,0.075546,0.061189,0.150119,0.577352,0.475101,0.521762,0.367483,0.205916,0.024543,0.216994,0.439191,0.459196,0.035378,0.236889,0.427377,0.577416,0.168108,0.192034,0.21504,0.267644,0.11607,0.501474,0.764247,0.523432,0.330404,0.243872,0.677088,0.280042
C3,0.156025,0.60862,0.155908,0.353462,0.546304,0.230554,0.370001,0.379994,0.242024,0.156025,0.759694,0.136049,0.744951,0.251422,0.181441,0.115128,0.21109,0.063016,0.195309,0.280318,0.433099,0.228745,0.031311,0.000282,0.000023,0.000039,0.317358,0.104993,0.317358,0.104993,0.195425,0.387682,0.283098,0.445861,0.380412,0.539583,0.389777,0.436558,0.331478,0.236852,0.562902,0.485714,0.293143,0.208329,0.383937,0.483774,0.406141,0.169054,0.505113,0.64703,0.398976,0.545563,0.294188,0.46113,0.731378,0.554832,0.229542,0.635212
C3,0.151136,0.610568,0.156098,0.355198,0.553327,0.232605,0.359543,0.372928,0.238192,0.151136,0.763112,0.136562,0.746586,0.255957,0.187408,0.113356,0.212001,0.062896,0.195778,0.283096,0.429008,0.238148,0.031314,0.000283,0.000024,0.000044,0.316981,0.105071,0.316981,0.105071,0.201739,0.399126,0.289521,0.452954,0.395204,0.563252,0.405245,0.428103,0.308438,0.242743,0.533084,0.502317,0.271608,0.210017,0.423504,0.498302,0.414823,0.173416,0.471011,0.622991,0.381002,0.559322,0.301365,0.456757,0.720591,0.558949,0.221108,0.615387
C3,0.134654,0.607065,0.389028,0.23505,0.409089,0.490976,0.208145,0.466337,0.252558,0.134654,0.429338,0.507036,0.548542,0.215567,0.484072,0.343413,0.506827,0.08092,0.215495,0.516372,0.296415,0.341846,0.044985,0.000067,0.000038,0.00001,0.332981,0.014094,0.332981,0.014094,0.173114,0.50372,0.245972,0.358073,0.243805,0.498826,0.326732,0.29838,0.834138,0.173611,0.327217,0.333242,0.513555,0.170806,0.453834,0.483625,0.293067,0.131049,0.617615,0.266022,0.334642,0.474058,0.259194,0.611845,0.515984,0.577003,0.438124,0.648284
C3,0.135248,0.603008,0.394435,0.227407,0.406725,0.497319,0.20407,0.482557,0.258069,0.135248,0.427849,0.503551,0.543565,0.213465,0.490975,0.344178,0.508375,0.080972,0.215495,0.514039,0.303631,0.341846,0.045045,0.000073,0.00007,0.000017,0.329243,0.015302,0.329243,0.015302,0.173407,0.505452,0.247939,0.35317,0.239266,0.498953,0.325214,0.297133,0.833885,0.174268,0.320577,0.332013,0.506961,0.170847,0.453869,0.48384,0.295169,0.131002,0.617925,0.265601,0.337346,0.469876,0.265578,0.616351,0.520623,0.570121,0.442041,0.651218
C3,0.144016,0.582111,0.089249,0.171118,0.300556,0.2734,0.365109,0.752733,0.187085,0.144016,0.65581,0.246756,0.59307,0.093112,0.128197,0.08836,0.282439,0.050063,0.174013,0.153581,0.754251,0.303671,0.03085,0.000093,0.000746,0.000271,0.163178,0.02827,0.163178,0.02827,0.139685,0.327596,0.255089,0.153665,0.069357,0.306849,0.14581,0.318687,0.475866,0.116884,0.170317,0.210346,0.514284,0.162929,0.263034,0.41231,0.186023,0.087794,0.600325,0.429572,0.26745,0.144435,0.589771,0.77939,0.763921,0.301235,0.640383,0.674068
C3,0.108688,0.636826,0.088116,0.326551,0.444274,0.298173,0.195228,0.32992,0.216613,0.108688,0.636859,0.156141,0.762177,0.139549,0.098287,0.089248,0.272587,0.05714,0.186113,0.247716,0.519485,0.318245,0.029014,0.000177,0.000025,0.000024,0.28165,0.070454,0.28165,0.070454,0.156558,0.47928,0.22981,0.225837,0.190471,0.412626,0.275442,0.177486,0.60743,0.156872,0.256597,0.366531,0.390673,0.183734,0.371082,0.609157,0.25779,0.131882,0.586493,0.340041,0.354379,0.419318,0.479351,0.443726,0.631877,0.479105,0.444456,0.427732
C3,0.146225,0.243498,0.620927,0.015671,0,0.177613,0.368768,0.267219,0.123694,0.146225,0.064271,0.715043,0.154795,0.203024,0.652608,0.319236,0.178589,0.040726,0.154567,0.563214,0.753252,0.294202,0.0183,0.000185,0.000201,0.00003,0.356105,0.160453,0.356105,0.160453,0.040659,0.04896,0.103425,0.517176,0.341696,0.527439,0.321944,0.200346,0.055553,0.134608,0.345622,0.230993,0.041991,0.158354,0.613247,0.370518,0.086256,0.131597,0.278476,0.273706,0.125248,0.504499,0.841053,0.550695,0.374336,0.179469,0.597555,0.208253
C3,0.114648,0.339099,0.065393,0.377933,0.549807,0.213579,0.245769,0.351351,0.235207,0.114648,0.4889,0.143288,0.466975,0.183877,0.067148,0.117273,0.1444,0.04554,0.166408,0.252162,0.45472,0.172473,0.027692,0.000124,0.00005,0.00003,0.251743,0.050796,0.251743,0.050796,0.172929,0.504242,0.256635,0.473492,0.389151,0.538715,0.372129,0.418441,0.28989,0.190574,0.386085,0.417068,0.330076,0.186247,0.517025,0.894012,0.41583,0.148622,0.447591,0.426667,0.366462,0.490896,0.470495,0.385047,0.699924,0.477086,0.181861,0.4567
C3,0.104176,0.232016,0.413573,0.204355,0.251486,0.229099,0.168992,0.336475,0.280475,0.104176,0.240428,0.481534,0.205398,0.248245,0.417783,0.410721,0.172472,0.049978,0.158722,0.457198,0.240491,0.079913,0.028243,0.000045,0.00001,0.000006,0.291401,0.019089,0.291401,0.019089,0.176997,0.49929,0.25373,0.706124,0.574027,0.640145,0.470391,0.300769,0.382922,0.222973,0.421253,0.425597,0.246401,0.172543,0.69221,0.512279,0.397364,0.158509,0.636779,0.594437,0.366382,0.64276,0.400895,0.293686,0.642093,0.585993,0.057552,0.346042
C3,0.068202,0.101867,0.496238,0.120097,0.162446,0.373509,0.086113,0.295155,0.231514,0.068202,0.152741,0.581307,0.101775,0.186455,0.454898,0.506695,0.201716,0.059213,0.15206,0.504738,0.288795,0.247556,0.017189,0.000072,0.000021,0.000002,0.282608,0.061133,0.282608,0.061133,0.192041,0.460828,0.270725,0.581358,0.445767,0.701945,0.516503,0.316393,0.310051,0.26294,0.506423,0.416945,0.172659,0.211972,0.733706,0.347352,0.388638,0.194516,0.35941,0.663581,0.463518,0.67837,0.327542,0.352808,0.750419,0.590807,0.082588,0.502005
C3,0.057682,0.377154,0.08069,0.271427,0.504515,0.166806,0.133487,0.340387,0.111901,0.057682,0.867521,0.136681,0.587812,0.107124,0.114881,0.104026,0.228341,0.036991,0.143876,0.162488,0.636904,0.294661,0.013877,0.00007,0.00001,0.000007,0.204429,0.070073,0.204429,0.070073,0.169435,0.528308,0.270666,0.624044,0.431312,0.575464,0.367595,0.38062,0.511927,0.194885,0.342684,0.490726,0.346345,0.185913,0.458467,0.590563,0.301997,0.133636,0.748575,0.439336,0.400658,0.339752,0.570653,0.45881,0.677755,0.395591,0.506021,0.421174
C3,0.070293,0.348837,0.344765,0.269971,0.409439,0.234604,0.174854,0.400293,0.248235,0.070293,0.260926,0.426622,0.292022,0.234854,0.372689,0.435596,0.249953,0.043433,0.135441,0.466854,0.281125,0.048508,0.022447,0.000008,0.000028,0.000003,0.187214,0.003949,0.187214,0.003949,0.205884,0.626959,0.287399,0.81145,0.590155,0.63946,0.441633,0.32923,0.331412,0.202638,0.690724,0.467636,0.529165,0.167261,0.65817,0.702578,0.621433,0.141653,0.30133,0.533884,0.523418,0.565343,0.416411,0.529514,0.489367,0.551176,0.395716,0.396196
C3,0.150257,0.270857,0.171407,0.264769,0.496344,0.257067,0.212128,0.528298,0.264065,0.150257,0.595063,0.14734,0.407901,0.193273,0.224528,0.154847,0.16222,0.108008,0.261694,0.185311,0.453749,0.21465,0.048069,0.000518,0.000025,0.000006,0.200308,0.080883,0.200308,0.080883,0.311077,0.477781,0.398264,0.630002,0.530153,0.711629,0.509175,0.26482,0.43152,0.348515,0.556689,0.599852,0.332086,0.358653,0.637937,0.75575,0.458818,0.275263,0.605528,0.461337,0.492197,0.499684,0.30252,0.496928,0.583356,0.615398,0.380453,0.499056
C3,0.074968,0.084542,0.705385,0.131436,0.141211,0.301887,0.125057,0.359206,0.2628,0.074968,0.082271,0.661775,0.050798,0.245119,0.670856,0.438438,0.265309,0.055049,0.178599,0.53135,0.233362,0.285232,0.020091,0.000099,0.000001,0.000004,0.219293,0.062214,0.219293,0.062214,0.218338,0.534264,0.315596,0.660515,0.508669,0.744157,0.516833,0.299645,0.343926,0.241682,0.60852,0.397581,0.263603,0.213204,0.6702,0.349325,0.439519,0.170741,0.425608,0.67827,0.43451,0.53984,0.373802,0.47522,0.64718,0.578314,0.166728,0.431487
C3,0.226125,0.239599,0.550201,0.114982,0.10864,0.205342,0.343258,0.605094,0.27321,0.226125,0.16269,0.600019,0.182455,0.348064,0.587815,0.379189,0.133613,0.106586,0.26108,0.515227,0.609945,0.167797,0.052827,0.000953,0.000067,0.000018,0.495419,0.187113,0.495419,0.187113,0.094894,0.061195,0.16146,0.518812,0.432719,0.683798,0.513439,0.157642,0.041051,0.295172,0.539304,0.458874,0.038626,0.318337,0.555062,0.334883,0.167411,0.304954,0.260935,0.296077,0.133483,0.690453,0.582124,0.380377,0.364314,0.437041,0.560655,0.231223
C3,0.105561,0.09905,0.959293,0.082275,0.134312,0.317173,0.094752,0.515924,0.127634,0.105561,0.156163,0.68291,0.098119,0.216836,0.948391,0.483439,0.424506,0.121715,0.290038,0.532136,0.283189,0.398187,0.064364,0.000887,0.000073,0.000008,0.237242,0.088044,0.237242,0.088044,0.250996,0.537367,0.365474,0.605124,0.460255,0.754845,0.522446,0.439704,0.607163,0.309903,0.47728,0.401518,0.342973,0.310701,0.648693,0.342346,0.338122,0.221771,0.775053,0.403414,0.480866,0.510605,0.395392,0.404582,0.607383,0.561958,0.215249,0.420636
C3,0.113576,0.317066,0.792848,0.066112,0.126246,0.223702,0.123486,0.417422,0.183504,0.113576,0.131203,0.591395,0.259686,0.181535,0.769661,0.442186,0.386988,0.108231,0.254027,0.408332,0.362816,0.351287,0.041155,0.000637,0.00031,0.000061,0.246028,0.137935,0.246028,0.137935,0.209536,0.379471,0.332918,0.39559,0.337424,0.661348,0.428409,0.35645,0.388461,0.240259,0.561348,0.295744,0.524324,0.271418,0.511446,0.324874,0.313605,0.182039,0.582567,0.591006,0.376248,0.48278,0.474724,0.353118,0.676952,0.476533,0.201979,0.447277
C3,0.185993,0.349055,0.036289,0.620933,0.787752,0.419958,0.30838,0.383885,0.339975,0.185993,0.617414,0.016829,0.562358,0.277164,0.012461,0.1409,0.269632,0.122606,0.291432,0.191343,0.503793,0.393806,0.051417,0.000843,0.000146,0.000173,0.249642,0.125995,0.249642,0.125995,0.330707,0.484868,0.476922,0.383618,0.344017,0.566021,0.417635,0.475729,0.327802,0.364018,0.387751,0.584692,0.30301,0.412536,0.463491,1,0.28614,0.3022,0.352613,0.354844,0.47173,0.427331,0.438669,0.387923,0.743075,0.473964,0.271279,0.54085
C3,0.021507,0.482698,0.459038,0.008252,0.073015,0.109171,0.051682,0.480841,0.039737,0.021507,0.276061,0.587398,0.36457,0.041267,0.471966,0.150334,0.503052,0.043758,0.154942,0.329116,0.396458,0.299377,0.025384,0.000023,0.00001,0.000001,0.211703,0.010181,0.211703,0.010181,0.11915,0.403295,0.190652,0.377086,0.26888,0.532892,0.318337,0.222565,0.621257,0.127934,0.332359,0.27605,0.460241,0.12598,0.482847,0.431659,0.397872,0.085877,0.634971,0.423315,0.503156,0.454525,0.469305,0.395561,0.62592,0.560185,0.208305,0.217617
C3,0.040874,0.102068,0.384706,0.076345,0.20478,0.272602,0.045603,0.177165,0.081499,0.040874,0.160817,0.379455,0.115347,0.114764,0.349869,0.402584,0.275357,0.04811,0.168097,0.281334,0.360461,0.303657,0.028138,0.000047,0.000014,0.000003,0.190194,0.017121,0.190194,0.017121,0.157444,0.480259,0.247411,0.431817,0.338349,0.6095,0.397337,0.234042,0.461164,0.177635,0.302398,0.342153,0.310774,0.164852,0.606749,0.594723,0.352033,0.127942,0.577707,0.31782,0.557489,0.589157,0.470236,0.412659,0.621373,0.502571,0.235537,0.385665
C3,0.029578,0.459358,0.186765,0.105666,0.342907,0.178492,0.073791,0.364667,0.075846,0.029578,0.590336,0.252764,0.583295,0.038601,0.179374,0.123834,0.431389,0.048076,0.16915,0.226556,0.501947,0.294661,0.029625,0.000078,0.000007,0.000008,0.184766,0.026075,0.184766,0.026075,0.144586,0.596391,0.231297,0.47262,0.37143,0.444382,0.268906,0.280873,0.725157,0.138587,0.34813,0.342572,0.480785,0.152528,0.345205,0.60911,0.414069,0.094514,0.718417,0.488351,0.45646,0.353949,0.477699,0.508215,0.607161,0.482339,0.394122,0.422969
C3,0.058031,0.453838,0.468209,0.199256,0.320015,0.349676,0.088444,0.534369,0.242902,0.058031,0.389882,0.513136,0.370574,0.178237,0.584562,0.355478,0.441433,0.054381,0.173689,0.502072,0.187321,0.299377,0.032195,0.000018,0.000047,0.000021,0.181531,0.005237,0.181531,0.005237,0.20468,0.701138,0.299445,0.241558,0.196874,0.463223,0.271304,0.274619,0.82622,0.133731,0.242776,0.288579,0.472878,0.137489,0.449082,0.360157,0.492659,0.088413,0.676867,0.255591,0.592477,0.355074,0.280564,0.757005,0.502499,0.591516,0.300731,0.586674
C3,0.069949,0.417285,0.460105,0.195729,0.269794,0.202053,0.138645,0.474742,0.190653,0.069949,0.400279,0.449897,0.369854,0.187339,0.554834,0.258162,0.195648,0.055974,0.1525,0.358477,0.462939,0.326991,0.036001,0.000007,0.000298,0.000013,0.21895,0.001861,0.21895,0.001861,0.196664,0.530912,0.302327,0.535522,0.390766,0.622801,0.399005,0.217389,0.449797,0.208926,0.486402,0.369138,0.377528,0.195638,0.560642,0.554044,0.348553,0.145662,0.402978,0.483282,0.508505,0.473148,0.425883,0.479753,0.705147,0.502834,0.250755,0.496938
C3,0.247637,0.261927,0.610777,0.072838,0.074359,0.120803,0.34408,0.497061,0.155697,0.247637,0.108057,0.646957,0.170238,0.289515,0.680206,0.325251,0.61703,0.11152,0.237926,0.515953,0.57348,0.289946,0.038713,0.000583,0.004599,0.001755,0.468575,0.187126,0.468575,0.187126,0.08548,0.046578,0.174713,0.512967,0.39034,0.601457,0.398057,0.125665,0.028372,0.255557,0.485737,0.300767,0.028552,0.279859,0.553848,0.312653,0.117471,0.248372,0.238606,0.238577,0.073172,0.530736,0.761641,0.536265,0.312165,0.279322,0.704629,0.079916
C3,0.069185,0.175213,0.027934,0.547785,0.670192,0.270132,0.218352,0.318651,0.318644,0.069185,0.450129,0.068728,0.320051,0.194174,0.013721,0.153588,0.084905,0.026797,0.083198,0.261158,0.464892,0.022965,0.027622,0.000043,0.000062,0.000017,0.120587,0.014744,0.120587,0.014744,0.242154,0.64869,0.357751,0.652756,0.486908,0.609863,0.400433,0.254149,0.301532,0.2146,0.522047,0.459573,0.458743,0.223378,0.594107,0.947498,0.627576,0.163262,0.3749,0.508927,0.593608,0.406575,0.508022,0.584576,0.577207,0.457378,0.31065,0.411831
C3,0.102112,0.327964,0.34851,0.202605,0.30469,0.247612,0.203261,0.403863,0.273078,0.102112,0.288216,0.416092,0.275495,0.188936,0.406498,0.303394,0.21467,0.051862,0.188719,0.439378,0.278287,0.014744,0.033207,0.000052,0.000051,0.000006,0.343209,0.01809,0.343209,0.01809,0.130229,0.330503,0.183884,0.533712,0.418079,0.496184,0.369754,0.161489,0.312815,0.181244,0.452701,0.379407,0.277138,0.155218,0.508601,0.653208,0.254989,0.148111,0.48915,0.506363,0.252924,0.715293,0.381768,0.275731,0.690863,0.629232,0.220236,0.285723
C3,0.122875,0.107023,0.558221,0.087147,0.063159,0.192088,0.176371,0.267665,0.192364,0.122875,0.084259,0.652701,0.063647,0.234615,0.512085,0.522244,0.158761,0.057773,0.173162,0.489855,0.372746,0.275808,0.02396,0.000219,0.00003,0.00002,0.334637,0.125638,0.334637,0.125638,0.139414,0.309876,0.212091,0.38999,0.302739,0.585321,0.418642,0.095221,0.220397,0.204979,0.312869,0.310887,0.176697,0.183655,0.652617,0.267538,0.207305,0.176276,0.379904,0.387225,0.273897,0.628192,0.425299,0.295655,0.798006,0.551112,0.117046,0.3734
C3,0.089131,0.213686,0.288793,0.196297,0.215885,0.205965,0.208742,0.351929,0.257426,0.089131,0.194404,0.324033,0.203086,0.203574,0.294699,0.289288,0.175535,0.033735,0.156264,0.333284,0.481999,0.031185,0.027697,0.000035,0.000264,0.000002,0.279651,0.015058,0.279651,0.015058,0.111473,0.399123,0.173158,0.50843,0.379692,0.427908,0.287645,0.193277,0.263568,0.124938,0.229553,0.280669,0.241695,0.119618,0.548949,0.572955,0.263472,0.10445,0.455771,0.268754,0.266451,0.447514,0.446381,0.432641,0.691564,0.524404,0.359741,0.389576
C3,0.15348,0.10967,0.840151,0.056067,0.061014,0.192964,0.19979,0.393079,0.165434,0.15348,0.08143,0.760925,0.035502,0.262941,0.783622,0.379521,0.286147,0.063205,0.20042,0.460598,0.37492,0.304092,0.026702,0.000273,0.000375,0.000314,0.248255,0.118357,0.248255,0.118357,0.147393,0.337037,0.228596,0.25462,0.177745,0.487896,0.319502,0.238546,0.343268,0.173856,0.196597,0.220237,0.266955,0.198152,0.5595,0.303911,0.23829,0.153567,0.558381,0.376599,0.27589,0.512241,0.404647,0.576148,0.665462,0.536677,0.161087,0.461426
C3,0.104073,0.233324,0.426139,0.134782,0.167703,0.20663,0.192378,0.292692,0.248734,0.104073,0.213057,0.495205,0.193546,0.219924,0.436977,0.305808,0.14583,0.045523,0.144285,0.423917,0.327466,0.007079,0.027393,0.000061,0.000017,0.000014,0.30949,0.0275,0.30949,0.0275,0.129284,0.368696,0.19251,0.44911,0.391521,0.520361,0.388008,0.186225,0.245203,0.185546,0.305334,0.367543,0.174592,0.162012,0.658107,0.403402,0.31671,0.153485,0.445971,0.510219,0.297948,0.636119,0.44406,0.255269,0.773367,0.547205,0.038822,0.332858
C3,0.135185,0.359142,0.097793,0.34357,0.581602,0.354803,0.269523,0.263855,0.24461,0.135185,0.492858,0.155086,0.509244,0.199328,0.088538,0.144648,0.158551,0.046962,0.141254,0.252231,0.46988,0.308808,0.011874,0.000065,0.000007,0.000002,0.308578,0.091199,0.308578,0.091199,0.16538,0.417253,0.239593,0.402269,0.332147,0.573179,0.414732,0.240208,0.274654,0.211212,0.386596,0.466844,0.242808,0.185858,0.515584,0.756108,0.292857,0.157685,0.343967,0.495555,0.313486,0.520746,0.402928,0.359708,0.757847,0.53776,0.103225,0.462727
C3,0.151493,0.36577,0.071709,0.364197,0.747624,0.402438,0.306456,0.231797,0.236461,0.151493,0.596292,0.060351,0.588942,0.201946,0.066318,0.148669,0.198088,0.046997,0.168339,0.22503,0.49232,0.318244,0.014941,0.000081,0.000005,0,0.248735,0.078863,0.248735,0.078863,0.180402,0.46099,0.264729,0.402853,0.300959,0.519822,0.354784,0.256577,0.34716,0.204549,0.247558,0.434615,0.348587,0.193682,0.434585,0.913048,0.376023,0.155771,0.403076,0.288599,0.368676,0.431786,0.478087,0.470846,0.684596,0.483079,0.351124,0.419806
C3,0.245987,0.227528,0.692497,0.016068,0.023681,0.081053,0.313788,0.246078,0.077435,0.245987,0.060393,0.740213,0.132286,0.311051,0.792583,0.413762,0.617496,0.064712,0.199025,0.549288,0.663869,0.317334,0.078696,0.000969,0.05449,0.018735,0.287875,0.072035,0.287875,0.072035,0.071306,0.032635,0.156009,0.337394,0.212967,0.661323,0.395194,0.155007,0.011461,0.223781,0.242141,0.267357,0.009173,0.230889,0.636913,0.280918,0.089962,0.214692,0.207853,0.183243,0.108059,0.401456,0.781229,0.570291,0.625882,0.225393,0.391313,0.292457
C3,0.188193,0.208783,0.753255,0.048701,0.05312,0.1714,0.409336,0.338725,0.149055,0.188193,0.08248,0.910707,0.098355,0.230927,0.652986,0.482667,0.322723,0.055598,0.182953,0.69811,0.418173,0.289946,0.019405,0.000269,0.00004,0.000052,0.375357,0.219968,0.375357,0.219968,0.080915,0.196746,0.131417,0.164601,0.102306,0.215535,0.145755,0.195627,0.261056,0.073778,0.18104,0.090996,0.238459,0.105909,0.307929,0.128404,0.15845,0.079926,0.421128,0.411831,0.176177,0.536801,0.414479,0.535779,0.64846,0.470467,0.271746,0.600052
C3,0.238163,0.259561,0.648391,0.088804,0.088912,0.193756,0.363836,0.528588,0.209378,0.238163,0.113726,0.712303,0.174821,0.296726,0.691995,0.339596,0.284608,0.111469,0.237926,0.59323,0.501445,0.289946,0.037961,0.000879,0.000055,0.000042,0.550734,0.32149,0.550734,0.32149,0.083613,0.052326,0.162708,0.57581,0.442814,0.615916,0.42882,0.137472,0.03526,0.247872,0.469756,0.328035,0.031946,0.27983,0.55376,0.312908,0.117534,0.248395,0.238749,0.239218,0.072998,0.618898,0.722795,0.463563,0.245498,0.322611,0.69017,0.07032
C3,0.215794,0.443167,0.370279,0.182971,0.269622,0.138693,0.456119,0.589331,0.272853,0.215794,0.3039,0.408175,0.33878,0.219664,0.491093,0.2778,0.056777,0.123479,0.296476,0.490604,0.646523,0.027002,0.075317,0.000582,0.000145,0.000041,0.579104,0.067426,0.579104,0.067426,0.084028,0.051897,0.153062,0.42127,0.389359,0.554087,0.384591,0.138057,0.034958,0.234298,0.688474,0.40865,0.045653,0.281268,0.464417,0.375487,0.206242,0.250315,0.185659,0.39934,0.074984,0.586169,0.639775,0.446642,0.255964,0.397023,0.677821,0.14558
C3,0.190227,0.222855,0.730094,0.022738,0.023138,0.196911,0.338156,0.59314,0.168442,0.190227,0.081703,0.78493,0.115265,0.268628,0.758639,0.369612,0.248803,0.050663,0.173845,0.599002,0.634654,0.299377,0.031439,0.000435,0.001554,0.00105,0.332299,0.163955,0.332299,0.163955,0.067202,0.056085,0.148499,0.491655,0.323394,0.781894,0.473769,0.288514,0.02978,0.221846,0.263259,0.287625,0.019458,0.229665,0.550929,0.217548,0.049548,0.196389,0.250454,0.108634,0.045051,0.462103,0.7455,0.500237,0.543905,0.275789,0.358023,0.202965
C3,0.180788,0.730329,0.145483,0.268957,0.516334,0.295587,0.609686,0.258762,0.152107,0.180788,0.707725,0.217354,0.844198,0.138683,0.222741,0.093429,0.219092,0.043947,0.142952,0.41511,0.688278,0.313526,0.018594,0.000196,0.000003,0.000017,0.449932,0.187505,0.449932,0.187505,0.06916,0.071576,0.13623,0.620071,0.480355,0.469673,0.333992,0.307796,0.037926,0.181756,0.427561,0.4953,0.063849,0.159655,0.297418,0.541423,0.061126,0.134242,0.214632,0.297935,0.061746,0.499389,0.694716,0.353733,0.595579,0.258633,0.512814,0.520453
